,job_title,company_name,location,start_date,duration,stipend,last_date,job_type,Url
504,Content Writing,Pocket FM,Work From Home,Starts immediately,6 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-work-from-home-job-internship-at-pocket-fm1635745899
505,Database Building/Management,Economic Times Edge,Work From Home,Starts immediately,5 Months, 5000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/database-building-management-work-from-home-job-internship-at-economic-times-edge1635768804
506,Business Development (Sales),Urban Company,Mumbai,Starts immediately,2 Months, 8000-10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-internship-in-mumbai-at-urban-company1635689914
507,Sales Operations,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/sales-operations-internship-in-bangalore-at-urban-company1635662005
508,Data Analytics,Urban Company,Bangalore,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/data-analytics-internship-in-bangalore-at-urban-company1635661229
509,Business Development (Sales),Decathlon Sports India,Gurgaon,Starts immediately,2 Months, 10000 /month,15 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-gurgaon-in-decathlon-sports-india1635765230
510,Creative Writing,Pocket FM,Work From Home,Starts immediately,3 Months, 12000-15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/creative-writing-work-from-home-job-internship-at-pocket-fm1635757669
511,Marketing,BYJU'S The Learning App,Sonepat,Starts immediately,3 Months, 15000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-sonepat-at-byjus-the-learning-app1635619361
512,Digital Marketing,MobiKwik,Work From Home,Starts immediately,3 Months, 10000 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/digital-marketing-work-from-home-job-internship-at-mobikwik1635750344
513,Content Writing,Viacom India LLP,Gurgaon,Starts immediately,6 Months, 2000-2500 /month,15 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1635746750
514,Marketing,Think & Learn Private Limited (BYJU'S),Mysuru,Starts immediately,3 Months, 18000 /month,1 Dec' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-think-learn-private-limited-byjus1635745046
515,Business Development (Sales),Urban Company,Work From Home,Starts immediately,3 Months, 9000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-work-from-home-job-internship-at-urban-company1635339872
516,Marketing,BYJU'S The Learning App,Belagavi,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-belagavi-at-byjus-the-learning-app1635508408
517,Marketing,BYJU'S The Learning App,Bellary,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508663
518,Marketing,BYJU'S The Learning App,Bagalkot,Starts immediately,1 Month, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635508433
519,Marketing,Decathlon Sport India Private Limited,Chennai,Starts immediately,3 Months, 10000 /month,13 Nov' 21,"
                Internship with job offer                ",https://internshala.com /internship/detail/marketing-part-time-job-internship-at-chennai-in-decathlon-sport-india-private-limited1635594645
520,Marketing,BYJU'S The Learning App,Dehradun,Starts immediately,2 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-dehradun-haldwani-at-byjus-the-learning-app1635571438
521,Marketing,BYJU'S The Learning App,Bangalore,Starts immediately,1 Month, 18000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1635576229
522,Business Development (Sales),Decathlon Sport India Private Limited,Mumbai,Starts immediately,3 Months, 12000-15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/business-development-sales-part-time-job-internship-at-mumbai-in-decathlon-sport-india-private-limited1635520609
523,Social Media Marketing,Archies Lifestyle,Delhi,Starts immediately,6 Months, 15000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-marketing-internship-in-delhi-at-archies-lifestyle1635574060
524,Microbiologist (Research) Trainee,Colgate Palmolive (India) Limited,Mumbai,Starts immediately,6 Months, 20000 /month,13 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/microbiologist-research-trainee-internship-in-mumbai-at-colgate-palmolive-india-limited1635570740
525,Event Management,Times Internet Limited,Noida,Starts immediately,6 Months, 7000 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/event-management-internship-in-noida-at-times-internet-limited1635498042
526,Graphic Design,Fashion TV,Mumbai,Starts immediately,3 Months, 2500 /month,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/graphic-design-internship-in-mumbai-at-fashion-tv1635489270
527,Social Media Research,Aam Aadmi Party,Delhi,Starts immediately,3 Months,Unpaid,12 Nov' 21,"
                Internship                ",https://internshala.com /internship/detail/social-media-research-internship-in-multiple-locations-at-aam-aadmi-party1635429074
